序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
3558,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721814,CGZ011E48H_市直培训中心(721814),83,FGZ011E483H1_市直培训中心,721814,CGZ011E48H_市直培训中心,92.61%,92.59%,92.59%,17.24%,98.51%,94.02%,3.40%,1.72%,0.00%,100.00%,5.05%,0.83%,4.38%,0.83%,4.38%,0,4.38%,13.20%,3,0.151,3,0.4516,3,0,0.3124,0,0.0013,1.0527,0,0.0036,0,0,0.00%,0.00%,-92.95,-97,-113,,,,,,,,,,,,182686,388,1026,3042,6097,0.00%
3559,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721814,CGZ011E48H_市直培训中心(721814),91,FDZ011E484H1_市直培训中心,721814,CGZ011E48H_市直培训中心,99.47%,99.47%,99.47%,0.23%,99.47%,100.00%,0.00%,0.00%,0.00%,100.00%,3.49%,0.26%,1.88%,0.26%,1.88%,0,1.88%,6.76%,4,0.3275,11,2.7333,11,2,1.5259,0,0.012,41.7622,0,0.1264,0,0.05,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,682856,2,0,47789,70286,0.00%
3560,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721814,CGZ011E48H_市直培训中心(721814),92,FDZ011E485H1_市直培训中心,721814,CGZ011E48H_市直培训中心,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.02%,0.00%,0.00%,100.00%,2.49%,0.16%,1.63%,0.16%,1.63%,0,1.63%,5.79%,3,0.1991,9,1.7006,9,1,3.4988,0,0.0071,17.9271,0,0.0398,0,0.02,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,228975,0,0,24837,31391,0.00%
3561,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721814,CGZ011E48H_市直培训中心(721814),93,FDZ011E486H1_市直培训中心,721814,CGZ011E48H_市直培训中心,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
3562,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),81,FGZ011E501R1_十六里河婴贝儿-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.17%,0.03%,4.08%,0.03%,4.08%,0,4.08%,11.94%,2,0.0111,3,0.0717,3,0,0.1264,0,0.0004,13.8778,0,0.0094,0,0,0.00%,0.00%,-111.06,-112,-117,,,,,,,,,,,,223676,0,1,1456,3733,0.00%
3563,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),82,FGZ011E502R1_十六里河婴贝儿-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.42%,0.87%,8.61%,0.87%,8.61%,0,8.61%,10.47%,3,0.1811,4,0.7778,4,0,0.6901,0,0.0134,20.6957,0,0.6811,0.01,0.3,0.00%,0.00%,-109.19,-110,-117,,,,,,,,,,,,8664209,0,7,112859,235037,0.00%
3564,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),83,FGZ011E503R1_十六里河婴贝儿-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.47%,0.58%,5.03%,0.58%,5.03%,0,5.03%,10.71%,3,0.1729,4,0.4344,4,0,0.2611,0,0.005,11.1864,0,0.0953,0,0.04,0.00%,0.00%,-106.93,-109,-116,,,,,,,,,,,,1649991,0,0,33241,47774,0.00%
3565,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),84,FGZ011E504R1_济南畜牧兽医局-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.19%,0.09%,4.97%,0.09%,4.97%,0,4.97%,10.58%,2,0.0185,2,0.1061,2,0,0.1483,0,0.0005,3.8876,0,0.0094,0,0,0.00%,0.00%,-108.92,-110,-117,,,,,,,,,,,,219934,0,3,2092,4538,0.00%
3566,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),85,FGZ011E505R1_济南畜牧兽医局-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,16.67%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.50%,0.27%,5.04%,0.27%,5.04%,0,5.04%,9.54%,2,0.1166,4,0.4328,4,0,0.7123,0,0.0029,4.0584,0,0.0111,0,0,0.00%,0.00%,-112.96,-114,-118,,,,,,,,,,,,341583,1,2,14018,18176,0.00%
3567,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),86,FGZ011E506R1_济南畜牧兽医局-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.09%,1.26%,5.57%,1.26%,5.57%,0,5.57%,10.50%,3,0.5732,5,1.6839,5,1,0.3812,0,0.0063,3.4925,0,0.0172,0,0.01,0.00%,0.00%,-100.36,-103,-115,,,,,,,,,,,,1135363,1,2260,17394,22113,0.00%
3568,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),87,FGZ011E507R1_十六里河营业厅-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.80%,1.27%,5.41%,1.27%,5.41%,0,5.41%,9.41%,4,0.1732,5,1.0511,5,1,5.1685,0,0.0124,2.3179,0,0.0199,0.01,0.01,0.00%,0.00%,-102.3,-105,-115,,,,,,,,,,,,562026,0,728,24207,21560,0.00%
3569,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),88,FGZ011E508R1_十六里河营业厅-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,88.89%,88.89%,88.89%,0.00%,88.89%,100.00%,0.00%,0.00%,0.00%,100.00%,7.74%,0.37%,5.10%,0.37%,5.10%,0,5.10%,10.53%,2,0.0466,2,0.1761,2,0,0.3623,0,0.0024,9.3205,0,0.034,0,0.01,0.00%,0.00%,-107.61,-109,-116,,,,,,,,,,,,504299,0,0,12778,15893,0.00%
3570,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-畜牧兽医局(721816),89,FGZ011E509R1_十六里河营业厅-畜牧局南,721816,CGZ011E50H_济南市畜牧兽医局_十六里河婴贝儿_十六里河营业厅-牧兽医局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.26%,0.07%,4.73%,0.07%,4.73%,0,4.73%,10.85%,1,0.0158,2,0.1394,2,0,0.0657,0,0.0004,0.614,0,0.0008,0,0,0.00%,0.00%,-106.81,-109,-116,,,,,,,,,,,,14990,1,51,1331,1684,0.00%
3571,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721819,CGZ011H34R_西八热源-祥泰广场(721819),81,FGZ011H341R1_西八热源-祥泰广场,721819,CGZ011H34R_西八热源-祥泰广场,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.69%,0.19%,3.70%,0.19%,3.70%,0,3.70%,8.95%,2,0.0461,3,0.4134,3,0,1.9136,0,0.0025,3.2983,0,0.0082,0,0,0.00%,0.00%,-119.33,-119,-119,,,,,,,,,,,,108587,0,0,5436,5598,0.00%
3572,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721819,CGZ011H34R_西八热源-祥泰广场(721819),82,FGZ011H342R1_西八热源-祥泰广场,721819,CGZ011H34R_西八热源-祥泰广场,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.50%,1.14%,5.21%,1.14%,5.21%,0,5.21%,8.48%,4,0.2499,8,1.4494,8,1,3.8509,0,0.0155,16.3463,0,0.0874,0.01,0.04,0.00%,0.00%,-116.02,-116,-119,,,,,,,,,,,,1545890,8,32,39748,48021,0.00%
3573,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721819,CGZ011H34R_西八热源-祥泰广场(721819),83,FGZ011H343R1_西八热源-祥泰广场,721819,CGZ011H34R_西八热源-祥泰广场,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.28%,0.61%,4.28%,0.61%,4.28%,0,4.28%,7.13%,4,0.2249,7,1.85,7,1,4.5718,0,0.0084,20.7501,0,0.0394,0,0.02,0.00%,0.00%,-118.86,-119,-119,,,,,,,,,,,,1139692,0,0,26560,28020,0.00%
3574,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721820,CGZ011E55R_市中路桥-东河南(721820),81,FGZ011E551R1_市中路桥-东河南,721820,CGZ011E55R_市中路桥-东河南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.25%,1.28%,4.42%,1.28%,4.42%,0,4.42%,7.99%,3,0.4702,9,1.8639,9,1,0.3039,0,0.0078,3.1152,0,0.0216,0,0.01,0.00%,0.00%,-110.11,-111,-117,,,,,,,,,,,,998611,0,31,40638,52054,0.00%
3575,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721820,CGZ011E55R_市中路桥-东河南(721820),82,FGZ011E552R1_市中路桥-东河南,721820,CGZ011E55R_市中路桥-东河南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.94%,1.29%,5.62%,1.29%,5.62%,0,5.62%,6.96%,4,0.445,7,2.6095,7,2,2.3864,0,0.0188,5.6642,0,0.0514,0.01,0.02,0.00%,0.00%,-115.78,-116,-118,,,,,,,,,,,,1445969,0,82,48724,53600,0.00%
3576,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721820,CGZ011E55R_市中路桥-东河南(721820),83,FGZ011E553R1_市中路桥-东河南,721820,CGZ011E55R_市中路桥-东河南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.62%,8.52%,18.33%,8.52%,18.33%,0,18.33%,20.44%,8,1.7424,14,6.3544,14,6,1.039,0,0.0552,17.4534,0,0.3723,0.02,0.16,0.00%,0.00%,-107.02,-109,-116,,,,,,,,,,,,17256780,0,452,217553,229443,0.00%
3577,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721825,CGZ011E61H_中建八局二公司(721825),81,FGZ011E611H1_中建八局二公司,721825,CGZ011E61H_中建八局二公司,100.00%,100.00%,100.00%,1.37%,100.00%,100.00%,0.35%,0.00%,0.00%,100.00%,9.02%,2.20%,8.07%,2.20%,8.07%,0,8.07%,10.92%,6,0.9958,10,3.6478,10,3,2.4363,0,0.0267,14.3442,0,0.1579,0.01,0.07,0.00%,0.00%,-115.39,-116,-118,,,,,,,,,,,,4943467,1,17,91739,129297,0.00%
3578,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721825,CGZ011E61H_中建八局二公司(721825),82,FGZ011E612H1_中建八局二公司,721825,CGZ011E61H_中建八局二公司,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.88%,0.19%,4.91%,0.19%,4.91%,0,4.91%,10.81%,2,0.0573,3,0.2916,3,0,0.2172,0,0.0021,10.426,0,0.0077,0,0,0.00%,0.00%,-118.65,-118,-119,,,,,,,,,,,,282494,0,1,8858,8171,0.00%
3579,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721825,CGZ011E61H_中建八局二公司(721825),83,FGZ011E613H1_中建八局二公司,721825,CGZ011E61H_中建八局二公司,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.42%,1.24%,6.13%,1.24%,6.13%,0,6.13%,9.29%,4,0.4216,6,1.4094,6,1,0.8352,0,0.0103,8.2283,0,0.0598,0,0.03,0.00%,0.00%,-109.18,-110,-117,,,,,,,,,,,,1468601,0,8,40578,49176,0.00%
3580,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721825,CGZ011E61H_中建八局二公司(721825),91,FDZ011E614H1_中建八局二公司,721825,CGZ011E61H_中建八局二公司,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,16.07%,0.02%,1.43%,0.02%,1.43%,0,1.43%,4.07%,2,0.048,3,0.3016,3,0,0.3717,0,0.0014,9.0463,0,0.013,0,0.01,0.00%,0.00%,-120,-119,-119,,,,,,,,,,,,87101,0,0,5710,6456,0.00%
3581,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721825,CGZ011E61H_中建八局二公司(721825),92,FDZ011E615H1_中建八局二公司,721825,CGZ011E61H_中建八局二公司,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.43%,0.03%,1.52%,0.03%,1.52%,0,1.52%,4.23%,2,0.038,5,0.1861,5,0,0.6022,0,0.0016,29.7782,0,0.0158,0,0.01,0.00%,0.00%,-120,-119,-119,,,,,,,,,,,,72976,0,0,4967,7561,0.00%
3582,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721826,CGZ011E62H_双龙庄西(721826),84,FGZ011E624R1_双龙庄西,721826,CGZ011E62H_双龙庄西_公共卫生大厦_双龙庄北-双龙庄西,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.34%,0.18%,4.34%,0.18%,4.34%,0,4.34%,9.11%,2,0.0678,3,0.3906,3,0,0.2974,0,0.002,2.3216,0,0.0053,0,0,0.00%,0.00%,-119.94,-119,-119,,,,,,,,,,,,89652,0,0,7808,8392,0.00%
3583,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721826,CGZ011E62H_双龙庄西(721826),85,FGZ011E625R1_双龙庄西,721826,CGZ011E62H_双龙庄西_公共卫生大厦_双龙庄北-双龙庄西,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.89%,0.01%,4.27%,0.01%,4.27%,0,4.27%,10.49%,1,0.0031,1,0.0072,1,0,0.1492,0,0.0001,14.3933,0,0.0077,0,0,0.00%,0.00%,-116.38,-116,-119,,,,,,,,,,,,55973,0,0,909,2575,0.00%
3584,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721826,CGZ011E62H_双龙庄西(721826),86,FGZ011E626R1_双龙庄西,721826,CGZ011E62H_双龙庄西_公共卫生大厦_双龙庄北-双龙庄西,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.52%,0.62%,7.26%,0.62%,7.26%,0,7.26%,10.09%,2,0.145,5,0.7961,5,0,1.1359,0,0.0117,8.802,0,0.1748,0,0.08,0.00%,0.00%,-119.74,-119,-119,,,,,,,,,,,,3111696,0,0,43561,70908,0.00%
3585,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721830,CGZ011E66H_王官庄片区(721830),81,FGZ011E661H1_王官庄片区,721830,CGZ011E66H_王官庄片区,95.97%,95.97%,95.97%,1.04%,99.19%,96.76%,1.72%,0.25%,0.00%,100.00%,8.64%,11.76%,11.40%,11.76%,11.40%,0,11.40%,27.22%,9,2.2068,15,4.8456,15,4,0.3392,0,0.0276,5.952,0,0.1942,0.01,0.08,0.00%,0.00%,-91.41,-96,-112,,,,,,,,,,,,8955980,403,15320,123523,152553,0.00%
3586,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721830,CGZ011E66H_王官庄片区(721830),82,FGZ011E662H1_王官庄片区,721830,CGZ011E66H_王官庄片区,63.39%,63.39%,63.39%,16.67%,78.23%,81.03%,4.32%,2.05%,0.00%,100.00%,6.90%,2.03%,4.63%,2.03%,4.63%,0,4.63%,14.52%,3,0.2651,4,0.6883,4,0,0.3037,0,0.0014,7.6558,0,0.0092,0,0,0.00%,0.00%,-89.55,-94,-112,,,,,,,,,,,,325508,0,1842,4517,8771,0.00%
3587,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721830,CGZ011E66H_王官庄片区(721830),83,FGZ011E663H1_王官庄片区,721830,CGZ011E66H_王官庄片区,71.20%,71.20%,71.20%,5.56%,88.12%,80.80%,6.44%,1.01%,0.00%,100.00%,10.04%,2.92%,5.00%,2.92%,5.00%,0,5.00%,14.77%,4,0.4224,6,1.06,6,1,0.0967,0,0.0033,2.6309,0,0.0104,0,0,0.00%,0.00%,-90.8,-95,-112,,,,,,,,,,,,1128725,13,2540,12874,18865,0.00%
3588,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721835,CGZ011E71H_美食学院(721835),81,FGZ011E711H1_东方美食学院,721835,CGZ011E71H_美食学院,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,3.05%,0.00%,3.86%,0.00%,3.86%,0,3.86%,12.27%,1,0.0001,1,0,1,0,0.0174,0,0,0.0799,0,0,0,0,0.00%,0.00%,-119.96,-119,-119,,,,,,,,,,,,131,0,0,20,17,0.00%
3589,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721835,CGZ011E71H_美食学院(721835),82,FGZ011E713H1_东方美食学院,721835,CGZ011E71H_美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.85%,0.02%,3.80%,0.02%,3.80%,0,3.80%,11.51%,2,0.0111,2,0.0778,2,0,0.0765,0,0.0003,0.2417,0,0.0003,0,0,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,7405,0,0,577,838,0.00%
3590,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721835,CGZ011E71H_美食学院(721835),83,FGZ011E712H1_东方美食学院,721835,CGZ011E71H_美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.12%,0.00%,0.00%,100.00%,10.52%,1.21%,8.03%,1.21%,8.03%,0,8.03%,10.16%,5,0.3686,7,1.5678,7,1,2.3424,0,0.019,15.0386,0,0.4022,0.01,0.18,0.00%,0.00%,-119.17,-119,-119,,,,,,,,,,,,7167833,5,0,91286,157666,0.00%
3591,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721846,CGZ011E82H_步阳汽修(721846),84,FGZ011E824H1_步阳汽修,721846,CGZ011E82H_步阳汽修,100.00%,100.00%,100.00%,0.71%,100.00%,100.00%,0.03%,0.00%,0.00%,100.00%,7.84%,8.42%,13.35%,8.42%,13.35%,0,13.35%,19.79%,6,1.1502,13,4.9944,13,4,1.8717,0,0.048,10.3837,0,0.3096,0.02,0.13,0.00%,0.00%,-104.42,-107,-116,,,,,,,,,,,,8883398,3,2173,129192,159785,0.00%
3592,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721846,CGZ011E82H_步阳汽修(721846),85,FGZ011E825H1_步阳汽修,721846,CGZ011E82H_步阳汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.07%,0.18%,4.46%,0.18%,4.46%,0,4.46%,6.94%,2,0.0432,5,0.6244,5,0,0.3676,0,0.0018,4.9327,0,0.0213,0,0.01,0.00%,0.00%,-111.76,-113,-117,,,,,,,,,,,,331837,0,0,6147,10039,0.00%
3593,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721846,CGZ011E82H_步阳汽修(721846),86,FGZ011E826H1_步阳汽修,721846,CGZ011E82H_步阳汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.44%,1.00%,5.01%,1.00%,5.01%,0,5.01%,9.35%,4,0.3445,4,0.7489,4,0,0.3345,0,0.0035,7.3417,0,0.0229,0,0.01,0.00%,0.00%,-108.62,-110,-117,,,,,,,,,,,,779670,0,0,22097,21274,0.00%
3594,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721846,CGZ011E82H_步阳汽修(721846),91,FDZ011E821H1_步阳汽修,721846,CGZ011E82H_步阳汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.77%,0.94%,2.89%,0.94%,2.89%,0,2.89%,8.59%,4,0.4912,20,6.0539,20,6,1.9062,0.0002,0.0314,28.5279,0,0.1912,0.01,0.08,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,988159,0,0,68651,93372,0.00%
3595,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721846,CGZ011E82H_步阳汽修(721846),92,FDZ011E822H1_步阳汽修,721846,CGZ011E82H_步阳汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.01%,0.00%,0.00%,100.00%,7.91%,0.93%,3.12%,0.93%,3.12%,0,3.12%,7.55%,5,0.567,11,3.5394,11,3,1.1568,0,0.0649,55.17,0,0.6634,0.03,0.29,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,3196086,0,0,170229,283417,0.00%
3596,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721846,CGZ011E82H_步阳汽修(721846),93,FDZ011E823H1_步阳汽修,721846,CGZ011E82H_步阳汽修,100.00%,100.00%,100.00%,0.27%,100.00%,100.00%,0.00%,0.01%,0.00%,100.00%,6.06%,1.05%,2.68%,1.05%,2.68%,0,2.68%,6.78%,5,0.4572,16,6.0728,16,6,4.3724,0,0.0358,48.9566,0,0.1639,0.01,0.07,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,947257,0,0,59172,90056,0.00%
3597,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721852,CGZ011E88H_南辛庄西路328号(721852),81,FGZ011E884H1_南辛庄西路328号,721852,CGZ011E88H_南辛庄西路328号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,23.24%,0.00%,4.30%,0.00%,4.30%,0,4.30%,12.70%,1,0.0002,1,0.0006,1,0,0.0118,0,0,0.0815,0,0,0,0,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,237,0,0,15,19,0.00%
3598,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721852,CGZ011E88H_南辛庄西路328号(721852),82,FGZ011E885H1_南辛庄西路328号,721852,CGZ011E88H_南辛庄西路328号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.52%,1.58%,6.36%,1.58%,6.36%,0,6.36%,11.10%,5,0.2874,8,1.915,8,1,0.3605,0,0.0118,9.7553,0,0.0976,0,0.04,0.00%,0.00%,-118.4,-118,-119,,,,,,,,,,,,2102812,3,11,46379,53059,0.00%
3599,2018/4/15 9:00,2018/4/15 10:00,1小时,5312,子网(MO SDR)(5312),721852,CGZ011E88H_南辛庄西路328号(721852),83,FGZ011E886H1_南辛庄西路328号,721852,CGZ011E88H_南辛庄西路328号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.35%,2.04%,5.71%,2.04%,5.71%,0,5.71%,13.28%,3,0.3601,4,0.9239,4,0,0.2412,0,0.0234,11.3857,0,0.0493,0.01,0.02,0.00%,0.00%,-119.59,-119,-119,,,,,,,,,,,,1234226,0,0,66561,69512,0.00%
