序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
2230,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修(721983),88,FGZ0185315R1_济阳春源家具-博通汽修,721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.01%,0.38%,4.78%,0.38%,4.78%,0,4.78%,9.26%,4,0.1746,7,0.9139,7,0,2.1005,0,0.0046,8.3412,0,0.0253,0,0.01,0.00%,0.00%,-119.76,-119,-119,,,,,,,,,,,,1763606,1,28,20263,24822,0.00%
2231,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修(721983),89,FGZ0185316R1_济阳春源家具-博通汽修,721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.46%,0.30%,4.88%,0.30%,4.88%,0,4.88%,10.90%,2,0.0617,4,0.1872,4,0,2.9183,0,0.0046,17.0843,0,0.0343,0,0.01,0.00%,0.00%,-119.76,-119,-119,,,,,,,,,,,,432438,0,32,11890,15895,0.00%
2232,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修(721983),90,FGZ0185317R1_华鑫现代城东-博通汽修,721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
2233,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修(721983),91,FGZ0185318R1_华鑫现代城东-博通汽修,721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.22%,0.24%,4.40%,0.24%,4.40%,0,4.40%,9.48%,3,0.0905,4,0.625,4,0,0.3054,0,0.0028,6.0504,0,0.0108,0,0,0.00%,0.00%,-119.45,-119,-119,,,,,,,,,,,,341081,0,93,8646,10509,0.00%
2234,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修(721983),92,FGZ0185319R1_华鑫现代城东-博通汽修,721983,CGZ018531R_济阳南_济阳春源家具_华鑫现代城东_药监局-博通汽修,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.04%,0.00%,0.00%,100.00%,10.57%,5.36%,9.48%,5.36%,9.48%,0,9.48%,11.62%,6,1.062,14,5.1794,14,5,3.5803,0,0.1264,19.9617,0,0.5432,0.05,0.24,0.00%,0.00%,-116.8,-117,-119,,,,,,,,,,,,14089707,8,111,218554,268130,0.00%
2235,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721986,CGZ018535H_济阳汽车站_检察院_领秀城电梯_华鑫现代城-济阳汽车站(721986),81,FGZ0185351H1_济阳汽车站,721986,CGZ018535H_济阳汽车站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.14%,0.00%,0.00%,100.00%,8.92%,0.54%,5.13%,0.54%,5.13%,0,5.13%,9.84%,3,0.2132,6,0.8778,6,0,0.8122,0,0.0071,9.9625,0,0.0697,0,0.03,0.00%,0.00%,-113.69,-114,-118,,,,,,,,,,,,1431383,4,1,29493,45076,0.00%
2236,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721986,CGZ018535H_济阳汽车站_检察院_领秀城电梯_华鑫现代城-济阳汽车站(721986),82,FGZ0185352H1_济阳汽车站,721986,CGZ018535H_济阳汽车站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.65%,5.17%,9.99%,5.17%,9.99%,0,9.99%,13.59%,9,1.8591,18,7.2306,18,7,4.7229,0,0.1391,14.5365,0,0.5419,0.06,0.24,0.00%,0.00%,-113.15,-114,-118,,,,,,,,,,,,8545949,10,194,283314,363868,0.00%
2237,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721986,CGZ018535H_济阳汽车站_检察院_领秀城电梯_华鑫现代城-济阳汽车站(721986),83,FGZ0185353H1_济阳汽车站,721986,CGZ018535H_济阳汽车站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.03%,0.00%,0.00%,100.00%,9.05%,2.21%,7.26%,2.21%,7.26%,0,7.26%,11.53%,8,1.3147,14,4.2139,14,4,7.2903,0,0.0421,20.2421,0,0.2961,0.02,0.13,0.00%,0.00%,-114.09,-115,-118,,,,,,,,,,,,6165337,0,50,162440,199891,0.00%
2238,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721988,CGZ018537H_雅居园_雅居园西苑地下车场-雅居园(721988),81,FGZ0185371H1_雅居园,721988,CGZ018537H_雅居园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.70%,2.69%,11.70%,2.69%,11.70%,0,11.70%,12.06%,7,0.9054,13,3.845,13,3,7.2849,0,0.038,17.6188,0,0.5482,0.02,0.24,0.00%,0.00%,-117.68,-118,-119,,,,,,,,,,,,17912515,13,11,139522,269094,0.00%
2239,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721988,CGZ018537H_雅居园_雅居园西苑地下车场-雅居园(721988),82,FGZ0185372H1_雅居园,721988,CGZ018537H_雅居园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.02%,0.19%,4.22%,0.19%,4.22%,0,4.22%,10.49%,3,0.0695,8,0.4556,8,0,1.4807,0,0.0023,6.7438,0,0.011,0,0,0.00%,0.00%,-119.29,-119,-119,,,,,,,,,,,,296491,2,0,6556,9169,0.00%
2240,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721988,CGZ018537H_雅居园_雅居园西苑地下车场-雅居园(721988),83,FGZ0185373H1_雅居园,721988,CGZ018537H_雅居园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.49%,0.44%,4.50%,0.44%,4.50%,0,4.50%,11.04%,3,0.1169,7,0.6217,7,0,1.7751,0,0.0045,15.3488,0,0.021,0,0.01,0.00%,0.00%,-115.57,-116,-118,,,,,,,,,,,,994668,0,0,13255,16276,0.00%
2241,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721989,CGZ018540H_济阳政务中心(721989),81,FGZ0185401H1_济阳政务中心,721989,CGZ018540H_济阳政务中心,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.03%,0.76%,6.52%,0.76%,6.52%,0,6.52%,9.64%,5,0.4667,9,2.1011,9,2,3.1973,0,0.0105,16.033,0,0.2375,0,0.1,0.00%,0.00%,-119.69,-119,-119,,,,,,,,,,,,4398023,0,202,69994,121485,0.00%
2242,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721989,CGZ018540H_济阳政务中心(721989),82,FGZ0185402H1_济阳政务中心,721989,CGZ018540H_济阳政务中心,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.07%,0.00%,0.00%,100.00%,9.41%,2.12%,5.32%,2.12%,5.32%,0,5.32%,11.27%,6,0.6239,10,2.4922,10,2,1.3154,0,0.0168,8.72,0,0.0545,0.01,0.02,0.00%,0.00%,-118.28,-118,-119,,,,,,,,,,,,1297240,19,296,56926,74852,0.00%
2243,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721989,CGZ018540H_济阳政务中心(721989),83,FGZ0185403H1_济阳政务中心,721989,CGZ018540H_济阳政务中心,98.39%,98.39%,98.39%,0.00%,99.17%,99.21%,0.34%,0.00%,0.00%,100.00%,10.62%,1.45%,5.01%,1.45%,5.01%,0,5.01%,11.60%,4,0.3493,5,1.1434,5,1,0.4722,0,0.0062,4.6088,0,0.0508,0,0.02,0.00%,0.00%,-105.45,-107,-116,,,,,,,,,,,,1157167,46,11,28751,34897,0.00%
2244,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721990,CGZ018542H_济阳马店(721990),81,FGZ0185421H1_济阳马店,721990,CGZ018542H_济阳马店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.83%,0.14%,4.43%,0.14%,4.43%,0,4.43%,11.73%,2,0.0445,2,0.1656,2,0,0.3101,0,0.0016,4.9181,0,0.0264,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,645180,0,5,8983,14100,0.00%
2245,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721990,CGZ018542H_济阳马店(721990),82,FGZ0185422H1_济阳马店,721990,CGZ018542H_济阳马店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.99%,0.79%,5.34%,0.79%,5.34%,0,5.34%,8.68%,4,0.3827,6,1.7422,6,1,0.5694,0,0.0093,8.903,0,0.1051,0,0.05,0.00%,0.00%,-119.99,-119,-119,,,,,,,,,,,,1394609,0,0,42248,53912,0.00%
2246,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721990,CGZ018542H_济阳马店(721990),83,FGZ0185423H1_济阳马店,721990,CGZ018542H_济阳马店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.71%,1.99%,6.23%,1.99%,6.23%,0,6.23%,10.45%,6,1.6145,11,4.4272,11,4,0.8875,0,0.0578,17.6929,0,0.3538,0.02,0.15,0.00%,0.00%,-119.75,-119,-119,,,,,,,,,,,,3202316,0,0,180621,224050,0.00%
2247,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721991,CGZ018543R_济阳县中医院-炼油厂_齐鲁建设银行大鲁阁_好又多超市_鸿腾三馆_安达城市广场-炼油厂(721991),81,FGZ0185431R1_济北领秀城-炼油厂,721991,CGZ018543R_济阳县中医院-炼油厂,99.92%,99.92%,99.92%,0.00%,99.92%,100.00%,0.07%,0.00%,0.00%,100.00%,9.56%,1.34%,7.76%,1.34%,7.76%,0,7.76%,11.84%,6,0.6716,8,2.4644,8,2,3.497,0,0.0178,15.2291,0,0.2033,0.01,0.09,0.00%,0.00%,-118.48,-118,-119,,,,,,,,,,,,3051347,0,26,90067,134049,0.00%
2248,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721991,CGZ018543R_济阳县中医院-炼油厂_齐鲁建设银行大鲁阁_好又多超市_鸿腾三馆_安达城市广场-炼油厂(721991),82,FGZ0185432R1_济北领秀城-炼油厂,721991,CGZ018543R_济阳县中医院-炼油厂,99.80%,99.80%,99.80%,0.00%,99.88%,99.91%,0.15%,0.00%,0.00%,100.00%,10.64%,2.89%,18.27%,2.89%,18.27%,0,18.27%,13.52%,6,0.6315,10,3.0461,10,3,7.9158,0,0.0658,15.3439,0,1.1736,0.03,0.51,0.00%,0.00%,-115.55,-116,-118,,,,,,,,,,,,28991592,1,2,254451,431901,0.00%
2249,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721991,CGZ018543R_济阳县中医院-炼油厂_齐鲁建设银行大鲁阁_好又多超市_鸿腾三馆_安达城市广场-炼油厂(721991),83,FGZ0185433R1_济北领秀城-炼油厂,721991,CGZ018543R_济阳县中医院-炼油厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.63%,2.12%,10.49%,2.12%,10.49%,0,10.49%,11.98%,7,0.6378,14,4.4206,14,4,4.2475,0,0.0322,13.6282,0,0.4196,0.01,0.18,0.00%,0.00%,-114.61,-115,-118,,,,,,,,,,,,8181960,0,7,115080,180765,0.00%
2250,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721992,CGZ018545R_济北领秀城-济阳汽车站(721992),81,FGZ0185451R1_济北领秀城-济阳汽车站,721992,CGZ018545R_济北领秀城-济阳汽车站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.18%,0.00%,0.00%,100.00%,10.23%,2.66%,9.75%,2.66%,9.75%,0,9.75%,11.96%,5,0.6062,9,2.1228,9,2,1.8986,0,0.038,21.6709,0,0.5037,0.02,0.21,0.00%,0.00%,-115.12,-115,-118,,,,,,,,,,,,16097457,1,4,128077,214425,0.00%
2251,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721992,CGZ018545R_济北领秀城-济阳汽车站(721992),82,FGZ0185452R1_济北领秀城-济阳汽车站,721992,CGZ018545R_济北领秀城-济阳汽车站,99.97%,99.97%,99.97%,0.00%,99.97%,100.00%,0.02%,0.00%,0.00%,100.00%,8.47%,4.31%,7.67%,4.31%,7.67%,0,7.67%,11.19%,6,1.0313,15,4.0994,15,4,8.6684,0,0.1412,12.8407,0,0.1702,0.06,0.07,0.00%,0.00%,-118.35,-118,-119,,,,,,,,,,,,3395076,2,685,173651,156992,0.00%
2252,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721992,CGZ018545R_济北领秀城-济阳汽车站(721992),83,FGZ0185453R1_济北领秀城-济阳汽车站,721992,CGZ018545R_济北领秀城-济阳汽车站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.12%,1.03%,6.15%,1.03%,6.15%,0,6.15%,9.50%,4,0.4637,8,1.9494,8,1,4.1079,0,0.0216,18.4308,0,0.2384,0.01,0.1,0.00%,0.00%,-117.82,-118,-119,,,,,,,,,,,,5100532,0,12,77494,125868,0.00%
2253,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721994,CGZ018547H_济阳余梁_济阳科信达-余梁(721994),81,FGZ0185471H1_余梁,721994,CGZ018547H_济阳余梁_济阳科信达-余梁,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.94%,0.43%,6.51%,0.43%,6.51%,0,6.51%,10.85%,4,0.1612,5,0.92,5,0,0.3434,0,0.0114,27.9474,0,0.5919,0,0.26,0.00%,0.00%,-119.91,-119,-119,,,,,,,,,,,,4933019,0,1,71078,201483,0.00%
2254,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721994,CGZ018547H_济阳余梁_济阳科信达-余梁(721994),82,FGZ0185472H1_余梁,721994,CGZ018547H_济阳余梁_济阳科信达-余梁,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.55%,0.10%,4.07%,0.10%,4.07%,0,4.07%,11.05%,2,0.0467,3,0.3794,3,0,1.033,0,0.0035,3.8403,0,0.0085,0,0,0.00%,0.00%,-119.43,-119,-119,,,,,,,,,,,,95010,0,0,5876,6040,0.00%
2255,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),721994,CGZ018547H_济阳余梁_济阳科信达-余梁(721994),83,FGZ0185473H1_余梁,721994,CGZ018547H_济阳余梁_济阳科信达-余梁,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.21%,0.37%,6.28%,0.37%,6.28%,0,6.28%,7.60%,3,0.1715,5,1.6494,5,1,0.2989,0,0.0084,12.0301,0,0.2383,0,0.1,0.00%,0.00%,-118.35,-118,-119,,,,,,,,,,,,3041985,0,0,56345,82717,0.00%
2256,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722005,CGZ018560R_大鲁阁办公楼-马店基站(722005),81,FGZ0185601R1_大鲁阁办公楼-马店基站,722005,CGZ018560R_大鲁阁办公楼-马店基站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.86%,1.46%,7.18%,1.46%,7.18%,0,7.18%,9.19%,4,0.5624,9,3.2417,9,3,1.9265,0,0.0186,14.6238,0,0.2436,0.01,0.11,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,4011273,0,0,75267,113149,0.00%
2257,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722005,CGZ018560R_大鲁阁办公楼-马店基站(722005),82,FGZ0185602R1_大鲁阁办公楼-马店基站,722005,CGZ018560R_大鲁阁办公楼-马店基站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.29%,0.00%,0.00%,100.00%,10.04%,0.69%,5.51%,0.69%,5.51%,0,5.51%,8.49%,3,0.4774,5,1.4428,5,1,0.4933,0,0.0216,10.2217,0,0.136,0.01,0.06,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,2151666,0,0,44488,60420,0.00%
2258,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722005,CGZ018560R_大鲁阁办公楼-马店基站(722005),83,FGZ0185603R1_大鲁阁办公楼-马店基站,722005,CGZ018560R_大鲁阁办公楼-马店基站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.63%,5.70%,18.18%,5.70%,18.18%,0,18.18%,18.97%,15,5.2381,24,11.8472,24,11,1.1328,0.0001,0.1166,22.8554,0.001,1.7894,0.05,0.78,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,29808422,9,218,665852,1038135,0.00%
2259,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722021,CGZ018578H_济阳小邝家(722021),81,FGZ0185781H1_济阳小邝家,722021,CGZ018578H_济阳小邝家,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.35%,0.20%,4.36%,0.20%,4.36%,0,4.36%,11.40%,2,0.0573,4,0.3389,4,0,3.163,0,0.0044,3.8777,0,0.0206,0,0.01,0.00%,0.00%,-119.95,-119,-119,,,,,,,,,,,,287836,0,1,9301,12694,0.00%
2260,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722021,CGZ018578H_济阳小邝家(722021),82,FGZ0185782H1_济阳小邝家,722021,CGZ018578H_济阳小邝家,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.14%,0.01%,3.95%,0.01%,3.95%,0,3.95%,12.39%,1,0.006,2,0.04,2,0,0.1872,0,0.0002,0.2061,0,0.0002,0,0,0.00%,0.00%,-119,-119,-119,,,,,,,,,,,,5284,0,0,690,573,0.00%
2261,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722021,CGZ018578H_济阳小邝家(722021),83,FGZ0185783H1_济阳小邝家,722021,CGZ018578H_济阳小邝家,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.79%,0.07%,3.98%,0.07%,3.98%,0,3.98%,12.27%,2,0.026,2,0.0844,2,0,0.1859,0,0.0005,1.4463,0,0.0014,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,39203,0,0,2672,3362,0.00%
2262,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722022,CGZ018579H_济阳自来水公司_韩家居委会-济阳自来水公司(722022),81,FGZ0185791R1_韩家居委会-济阳自来水公司,722022,CGZ018579H_济阳自来水公司_韩家居委会-济阳自来水公司,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.96%,0.15%,4.16%,0.15%,4.16%,0,4.16%,11.01%,3,0.086,3,0.4222,3,0,3.0887,0,0.0046,2.7913,0,0.0114,0,0,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,112123,0,0,13618,10258,0.00%
2263,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722022,CGZ018579H_济阳自来水公司_韩家居委会-济阳自来水公司(722022),82,FGZ0185792R1_韩家居委会-济阳自来水公司,722022,CGZ018579H_济阳自来水公司_韩家居委会-济阳自来水公司,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
2264,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722022,CGZ018579H_济阳自来水公司_韩家居委会-济阳自来水公司(722022),83,FGZ0185793R1_韩家居委会-济阳自来水公司,722022,CGZ018579H_济阳自来水公司_韩家居委会-济阳自来水公司,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.75%,1.07%,9.97%,1.07%,9.97%,0,9.97%,12.05%,4,0.3126,4,1.0244,4,1,8.8665,0,0.054,24.0431,0,1.1239,0.02,0.49,0.00%,0.00%,-119.45,-119,-119,,,,,,,,,,,,13187857,0,43,346418,395036,0.00%
2265,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722924,CGZ018581H_路家寨_济阳英才学院-路家寨(722924),81,FGZ0185811H1_路家寨,722924,CGZ018581H_路家寨_济阳英才学院-路家寨,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.03%,0.71%,4.05%,0.71%,4.05%,0,4.05%,13.42%,3,0.3411,4,0.5772,4,0,1.2671,0,0.0031,14.257,0,0.0253,0,0.01,0.00%,0.00%,-108.4,-110,-117,,,,,,,,,,,,1042682,3,1,24579,30343,0.00%
2266,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722924,CGZ018581H_路家寨_济阳英才学院-路家寨(722924),82,FGZ0185812H1_路家寨,722924,CGZ018581H_路家寨_济阳英才学院-路家寨,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.27%,0.26%,4.55%,0.26%,4.55%,0,4.55%,8.93%,3,0.1998,4,0.5162,4,0,0.7324,0,0.0082,19.3137,0,0.0408,0,0.02,0.00%,0.00%,-112.69,-113,-118,,,,,,,,,,,,461617,0,3,26572,29250,0.00%
2267,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722924,CGZ018581H_路家寨_济阳英才学院-路家寨(722924),83,FGZ0185813H1_路家寨,722924,CGZ018581H_路家寨_济阳英才学院-路家寨,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,1.98%,0.10%,3.79%,0.10%,3.79%,0,3.79%,10.62%,2,0.0791,3,0.255,3,0,0.1767,0,0.0012,2.031,0,0.0031,0,0,0.00%,0.00%,-115.17,-115,-118,,,,,,,,,,,,68499,0,0,8061,9145,0.00%
2268,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722924,CGZ018581H_路家寨_济阳英才学院-路家寨(722924),91,FDZ0185814H1_路家寨,722924,CGZ018581H_路家寨_济阳英才学院-路家寨,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.26%,0.08%,1.61%,0.08%,1.61%,0,1.61%,4.62%,5,0.0681,6,0.3978,6,0,0.8728,0,0.0028,10.173,0,0.0324,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,328949,0,0,9362,15318,0.00%
2269,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722924,CGZ018581H_路家寨_济阳英才学院-路家寨(722924),92,FDZ0185815H1_路家寨,722924,CGZ018581H_路家寨_济阳英才学院-路家寨,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.83%,0.51%,4.42%,0.51%,4.42%,0,4.42%,7.87%,5,0.5089,9,2.7044,9,2,2.2656,0,0.018,22.0982,0,0.3286,0.01,0.14,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,3088728,0,0,71518,133284,0.00%
2270,2018/4/15 18:00,2018/4/15 19:00,1小时,5318,济阳GNF(5318),722924,CGZ018581H_路家寨_济阳英才学院-路家寨(722924),93,FDZ0185816H1_路家寨,722924,CGZ018581H_路家寨_济阳英才学院-路家寨,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,3.13%,0.07%,1.40%,0.07%,1.40%,0,1.40%,4.13%,2,0.041,4,0.3694,4,0,5.3136,0,0.0048,15.2989,0,0.0074,0,0,0.00%,0.00%,-120,-120,-119,,,,,,,,,,,,48029,0,0,6405,6821,0.00%
